# SPDX-License-Identifier: GPL-2.0-only
# Source inventory verified byte-identical against Linux v7.1.5; originally generated with Universal Ctags 6.2.1 from e8efe09d4f378992c890d181d65e2ed8d8cb1194.
# source	line	kind	linux_item	rust_item	status	verification
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	42	macro	MT_TX_FREE_COUNT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	44	macro	MT_TX_FREE_STATUS	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	45	macro	MT_TX_FREE_MSDU_ID	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	46	macro	MT_TX_FREE_PAIR	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	48	macro	MT_TX_FREE_RATE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	50	macro	MT_TXD0_Q_IDX	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	51	macro	MT_TXD0_PKT_FMT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	52	macro	MT_TXD0_ETH_TYPE_OFFSET	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	53	macro	MT_TXD0_TX_BYTES	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	55	macro	MT_TXD1_LONG_FORMAT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	56	macro	MT_TXD1_TGID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	57	macro	MT_TXD1_OWN_MAC	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	58	macro	MT_TXD1_AMSDU	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	59	macro	MT_TXD1_TID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	60	macro	MT_TXD1_HDR_PAD	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	61	macro	MT_TXD1_HDR_FORMAT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	62	macro	MT_TXD1_HDR_INFO	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	63	macro	MT_TXD1_ETH_802_3	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	64	macro	MT_TXD1_VTA	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	65	macro	MT_TXD1_WLAN_IDX	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	67	macro	MT_TXD2_FIX_RATE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	68	macro	MT_TXD2_FIXED_RATE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	69	macro	MT_TXD2_POWER_OFFSET	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	70	macro	MT_TXD2_MAX_TX_TIME	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	71	macro	MT_TXD2_FRAG	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	72	macro	MT_TXD2_HTC_VLD	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	73	macro	MT_TXD2_DURATION	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	74	macro	MT_TXD2_BIP	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	75	macro	MT_TXD2_MULTICAST	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	76	macro	MT_TXD2_RTS	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	77	macro	MT_TXD2_SOUNDING	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	78	macro	MT_TXD2_NDPA	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	79	macro	MT_TXD2_NDP	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	80	macro	MT_TXD2_FRAME_TYPE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	81	macro	MT_TXD2_SUB_TYPE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	83	macro	MT_TXD3_SN_VALID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	84	macro	MT_TXD3_PN_VALID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	85	macro	MT_TXD3_SW_POWER_MGMT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	86	macro	MT_TXD3_BA_DISABLE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	87	macro	MT_TXD3_SEQ	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	88	macro	MT_TXD3_REM_TX_COUNT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	89	macro	MT_TXD3_TX_COUNT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	90	macro	MT_TXD3_TIMING_MEASURE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	91	macro	MT_TXD3_DAS	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	92	macro	MT_TXD3_EEOSP	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	93	macro	MT_TXD3_EMRD	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	94	macro	MT_TXD3_PROTECT_FRAME	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	95	macro	MT_TXD3_NO_ACK	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	97	macro	MT_TXD4_PN_LOW	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	99	macro	MT_TXD5_PN_HIGH	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	100	macro	MT_TXD5_MD	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	101	macro	MT_TXD5_ADD_BA	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	102	macro	MT_TXD5_TX_STATUS_HOST	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	103	macro	MT_TXD5_TX_STATUS_MCU	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	104	macro	MT_TXD5_TX_STATUS_FMT	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	105	macro	MT_TXD5_PID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	107	macro	MT_TXD6_TX_IBF	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	108	macro	MT_TXD6_TX_EBF	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	109	macro	MT_TXD6_TX_RATE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	110	macro	MT_TXD6_SGI	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	111	macro	MT_TXD6_HELTF	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	112	macro	MT_TXD6_LDPC	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	113	macro	MT_TXD6_SPE_ID_IDX	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	114	macro	MT_TXD6_ANT_ID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	115	macro	MT_TXD6_DYN_BW	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	116	macro	MT_TXD6_FIXED_BW	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	117	macro	MT_TXD6_BW	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	119	macro	MT_TXD7_TXD_LEN	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	120	macro	MT_TXD7_UDP_TCP_SUM	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	121	macro	MT_TXD7_IP_SUM	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	122	macro	MT_TXD7_TYPE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	123	macro	MT_TXD7_SUB_TYPE	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	125	macro	MT_TXD7_PSE_FID	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	126	macro	MT_TXD7_SPE_IDX	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	127	macro	MT_TXD7_HW_AMSDU	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	128	macro	MT_TXD7_TX_TIME	linux_qos_null_probe_reference_for_tid	exact	numeric Linux v7.1 mask audit covers all eight PCI TXD dwords, ten-bit WLAN_IDX, and separate DW5 PID versus DW7 type/subtype
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	130	macro	MT_TXD8_L_TYPE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	131	macro	MT_TXD8_L_SUB_TYPE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	133	macro	MT_TX_RATE_STBC	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	134	macro	MT_TX_RATE_NSS	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	135	macro	MT_TX_RATE_MODE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	136	macro	MT_TX_RATE_SU_EXT_TONE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	137	macro	MT_TX_RATE_DCM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	139	macro	MT_TX_RATE_IDX	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	141	macro	MT_TXS0_FIXED_RATE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	142	macro	MT_TXS0_BW	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	143	macro	MT_TXS0_TID	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	144	macro	MT_TXS0_AMPDU	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	145	macro	MT_TXS0_TXS_FORMAT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	146	macro	MT_TXS0_BA_ERROR	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	147	macro	MT_TXS0_PS_FLAG	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	148	macro	MT_TXS0_TXOP_TIMEOUT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	149	macro	MT_TXS0_BIP_ERROR	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	151	macro	MT_TXS0_QUEUE_TIMEOUT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	152	macro	MT_TXS0_RTS_TIMEOUT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	153	macro	MT_TXS0_ACK_TIMEOUT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	154	macro	MT_TXS0_ACK_ERROR_MASK	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	156	macro	MT_TXS0_TX_STATUS_HOST	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	157	macro	MT_TXS0_TX_STATUS_MCU	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	158	macro	MT_TXS0_TX_RATE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	160	macro	MT_TXS1_SEQNO	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	161	macro	MT_TXS1_RESP_RATE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	162	macro	MT_TXS1_RXV_SEQNO	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	163	macro	MT_TXS1_TX_POWER_DBM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	165	macro	MT_TXS2_BF_STATUS	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	166	macro	MT_TXS2_LAST_TX_RATE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	167	macro	MT_TXS2_SHARED_ANTENNA	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	168	macro	MT_TXS2_WCID	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	169	macro	MT_TXS2_TX_DELAY	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	171	macro	MT_TXS3_PID	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	172	macro	MT_TXS3_ANT_ID	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	174	macro	MT_TXS4_TIMESTAMP	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	177	macro	MT_TXS5_MPDU_TX_BYTE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	178	macro	MT_TXS5_MPDU_TX_CNT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	180	macro	MT_TXS6_MPDU_FAIL_CNT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	181	macro	MT_TXS7_MPDU_RETRY_BYTE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	182	macro	MT_TXS7_MPDU_RETRY_CNT	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	185	macro	MT_RXD0_LENGTH	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	186	macro	MT_RXD0_PKT_FLAG	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	187	macro	MT_RXD0_PKT_TYPE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	189	macro	MT_RXD0_NORMAL_ETH_TYPE_OFS	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	190	macro	MT_RXD0_NORMAL_IP_SUM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	191	macro	MT_RXD0_NORMAL_UDP_TCP_SUM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	194	macro	MT_RXD1_NORMAL_WLAN_IDX	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	195	macro	MT_RXD1_NORMAL_GROUP_1	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	196	macro	MT_RXD1_NORMAL_GROUP_2	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	197	macro	MT_RXD1_NORMAL_GROUP_3	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	198	macro	MT_RXD1_NORMAL_GROUP_4	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	199	macro	MT_RXD1_NORMAL_GROUP_5	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	200	macro	MT_RXD1_NORMAL_SEC_MODE	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	201	macro	MT_RXD1_NORMAL_KEY_ID	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	202	macro	MT_RXD1_NORMAL_CM	-	unmapped	-
drivers/net/wireless/mediatek/mt76/mt76_connac2_mac.h	203	macro	MT_RXD1_NORMAL_CLM	-	unmapped	-
